State and area,Year,Unemployeement,gdp per capita,Birth Rate
Hawaii,2012,0.066,109827.5422,2.1
Idaho,2012,0.077,75725.95063,2.19
Illinois,2012,0.093,110381.3114,1.82
Indiana,2012,0.084,94034.54303,1.93
Iowa,2012,0.052,95207.56528,1.99
Kansas,2012,0.059,94902.1723,2.12
Kentucky,2012,0.085,86857.08128,1.95
Louisiana,2012,0.071,112773.5619,1.92
Maine,2012,0.072,76711.14833,1.68
Maryland,2012,0.069,106988.8202,1.83
Massachusetts,2012,0.067,126614.0315,1.63
Michigan,2012,0.092,90293.55094,1.82
Minnesota,2012,0.058,101214.3553,1.94
Mississippi,2012,0.091,75065.29552,1.89
Missouri,2012,0.076,90092.52949,1.89
Montana,2012,0.06,83992.72369,1.96
Nebraska,2012,0.041,101825.8612,2.12
Nevada,2012,0.123,94831.78022,1.87
New Hampshire,2012,0.052,92750.75218,1.61
New Jersey,2012,0.093,113092.1367,1.85
New Mexico,2012,0.071,94844.68914,1.98
New York,2012,0.086,138872.1341,1.77
North Carolina,2012,0.097,94997.25634,1.84
North Dakota,2012,0.03,132092.5799,2.12
Ohio,2012,0.078,95171.59536,1.89
Oklahoma,2012,0.053,97900.73238,2.04
Oregon,2012,0.091,87794.78031,1.74
Pennsylvania,2012,0.075,101038.2399,1.78
Rhode Island,2012,0.107,92368.98889,1.59
South Carolina,2012,0.096,81235.31876,1.82
South Dakota,2012,0.042,98249.25364,2.27
Tennessee,2012,0.082,92453.01417,1.87
Texas,2012,0.071,113043.8452,2.08
Utah,2012,0.053,96992.8382,2.37
Vermont,2012,0.049,82285.95066,1.61
Virginia,2012,0.062,105622.8553,1.84
Washington,2012,0.08,116016.6321,1.88
West Virginia,2012,0.071,87020.25583,1.85
Wisconsin,2012,0.07,90244.4386,1.86
Wyoming,2012,0.058,127626.9934,1.99
Alabama,2012,0.084,86984.02995,1.81
Alaska,2012,0.074,159791.4176,2.19
Arizona,2012,0.086,89029.35568,2
Arkansas,2012,0.073,79753.72315,1.97
California,2012,0.11,114548.5902,1.89
Colorado,2012,0.083,100848.47,1.83
Connecticut,2012,0.083,126222.8181,1.66
Delaware,2012,0.07,139757.1297,1.85
District of Columbia,2012,0.095,314062.3381,1.61
Florida,2012,0.091,83747.58292,1.77
Georgia,2012,0.094,93983.84601,1.88
Hawaii,2012,0.065,110102.4996,2.1
Idaho,2012,0.076,75674.66223,2.19
Illinois,2012,0.091,110457.2791,1.82
Indiana,2012,0.083,94247.14441,1.93
Iowa,2012,0.052,95299.53474,1.99
Kansas,2012,0.059,95031.20282,2.12
Kentucky,2012,0.084,86956.24797,1.95
Louisiana,2012,0.071,112719.0718,1.92
Maine,2012,0.072,76727.48583,1.68
Maryland,2012,0.069,106986.5139,1.83
Massachusetts,2012,0.067,126584.7931,1.63
Michigan,2012,0.091,90366.8088,1.82
Minnesota,2012,0.057,101300.1385,1.94
Mississippi,2012,0.09,75248.16559,1.89
Missouri,2012,0.075,90263.92552,1.89
Montana,2012,0.059,83983.56068,1.96
Nebraska,2012,0.04,101838.1766,2.12
Nevada,2012,0.122,94851.53511,1.87
New Hampshire,2012,0.052,92786.68494,1.61
New Jersey,2012,0.093,113119.8897,1.85
New Mexico,2012,0.07,94878.05352,1.98
New York,2012,0.086,138809.5536,1.77
North Carolina,2012,0.096,94943.84048,1.84
North Dakota,2012,0.029,131913.0634,2.12
Ohio,2012,0.077,95222.99073,1.89
Oklahoma,2012,0.051,97822.96653,2.04
Oregon,2012,0.09,87983.14619,1.74
Pennsylvania,2012,0.075,100983.8007,1.78
Rhode Island,2012,0.106,92471.81907,1.59
South Carolina,2012,0.095,81256.16736,1.82
South Dakota,2012,0.041,98300.73174,2.27
Tennessee,2012,0.081,92544.47826,1.87
Texas,2012,0.07,112954.9148,2.08
Utah,2012,0.047,97290.18523,2.37
Vermont,2012,0.049,82420.23998,1.61
Virginia,2012,0.062,105729.8291,1.84
Washington,2012,0.079,115765.3747,1.88
West Virginia,2012,0.07,87054.62036,1.85
Wisconsin,2012,0.069,90306.37551,1.86
Wyoming,2012,0.057,127721.3858,1.99
Alabama,2012,0.084,87063.705,1.81
Alaska,2012,0.074,159932.6063,2.19
Arizona,2012,0.086,88995.43744,2
Arkansas,2012,0.073,79884.67789,1.97
California,2012,0.11,114557.0979,1.89
Colorado,2012,0.083,100897.7253,1.83
Connecticut,2012,0.083,126508.496,1.66
Delaware,2012,0.07,139750.5519,1.85
District of Columbia,2012,0.093,312654.5404,1.61
Florida,2012,0.09,83680.56701,1.77
Georgia,2012,0.093,93981.26187,1.88
Hawaii,2012,0.064,110325.6592,2.1
Idaho,2012,0.076,75636.97716,2.19
Illinois,2012,0.09,110486.7477,1.82
Indiana,2012,0.082,94482.86465,1.93
Iowa,2012,0.051,95389.27146,1.99
Kansas,2012,0.058,95132.88049,2.12
Kentucky,2012,0.082,86973.52669,1.95
Louisiana,2012,0.07,112636.7616,1.92
Maine,2012,0.072,76716.19138,1.68
Maryland,2012,0.069,106956.0591,1.83
Massachusetts,2012,0.067,126532.6464,1.63
Michigan,2012,0.091,90415.65543,1.82
Minnesota,2012,0.057,101350.2803,1.94
Mississippi,2012,0.089,75391.05275,1.89
Missouri,2012,0.074,90387.80844,1.89
Montana,2012,0.059,83934.94684,1.96
Nebraska,2012,0.039,101827.779,2.12
Nevada,2012,0.121,94821.0715,1.87
New Hampshire,2012,0.053,92781.02934,1.61
New Jersey,2012,0.094,113114.9416,1.85
New Mexico,2012,0.07,94901.40207,1.98
New York,2012,0.087,138712.2974,1.77
North Carolina,2012,0.095,94883.56655,1.84
North Dakota,2012,0.029,131715.2877,2.12
Ohio,2012,0.076,95278.06773,1.89
Oklahoma,2012,0.051,97747.67347,2.04
Oregon,2012,0.09,88184.21158,1.74
Pennsylvania,2012,0.075,100878.0822,1.78
Rhode Island,2012,0.105,92513.77851,1.59
South Carolina,2012,0.094,81247.35836,1.82
South Dakota,2012,0.041,98341.46844,2.27
Tennessee,2012,0.08,92582.24011,1.87
Texas,2012,0.067,113117.4367,2.08
Utah,2012,0.048,96991.53072,2.37
Vermont,2012,0.048,82513.73522,1.61
Virginia,2012,0.061,105824.6638,1.84
Washington,2012,0.079,115528.0309,1.88
West Virginia,2012,0.071,87042.44424,1.85
Wisconsin,2012,0.069,90329.21891,1.86
Wyoming,2012,0.056,127818.0203,1.99
Alabama,2012,0.084,87069.71356,1.81
Alaska,2012,0.073,160043.276,2.19
Arizona,2012,0.085,88957.49252,2
Arkansas,2012,0.073,80018.89616,1.97
California,2012,0.109,114533.0498,1.89
Colorado,2012,0.083,100909.0167,1.83
Connecticut,2012,0.084,126849.147,1.66
Delaware,2012,0.07,139751.8048,1.85
District of Columbia,2012,0.092,311160.0009,1.61
Florida,2012,0.089,83601.41151,1.77
Georgia,2012,0.093,93957.30124,1.88
Hawaii,2012,0.063,110490.44,2.1
Idaho,2012,0.076,75613.14896,2.19
Illinois,2012,0.09,110490.8651,1.82
Indiana,2012,0.082,94714.36352,1.93
Iowa,2012,0.051,95491.82945,1.99
Kansas,2012,0.058,95212.90916,2.12
Kentucky,2012,0.082,86911.19426,1.95
Louisiana,2012,0.07,112570.5584,1.92
Maine,2012,0.072,76700.18746,1.68
Maryland,2012,0.069,106899.7033,1.83
Massachusetts,2012,0.067,126484.3713,1.63
Michigan,2012,0.091,90440.70811,1.82
Minnesota,2012,0.057,101379.9,1.94
Mississippi,2012,0.089,75487.7662,1.89
Missouri,2012,0.073,90474.87673,1.89
Montana,2012,0.059,83852.99698,1.96
Nebraska,2012,0.039,101791.5553,2.12
Nevada,2012,0.12,94761.38342,1.87
New Hampshire,2012,0.054,92737.94373,1.61
New Jersey,2012,0.095,113098.6161,1.85
New Mexico,2012,0.07,94930.39893,1.98
New York,2012,0.088,138619.6329,1.77
North Carolina,2012,0.095,94813.14839,1.84
North Dakota,2012,0.029,131523.1099,2.12
Ohio,2012,0.075,95377.26039,1.89
Oklahoma,2012,0.051,97675.38762,2.04
Oregon,2012,0.089,88400.83049,1.74
Pennsylvania,2012,0.076,100742.8614,1.78
Rhode Island,2012,0.105,92487.73596,1.59
South Carolina,2012,0.094,81230.56336,1.82
South Dakota,2012,0.041,98364.16351,2.27
Tennessee,2012,0.08,92600.35398,1.87
Texas,2012,0.068,112891.0392,2.08
Utah,2012,0.048,96723.73439,2.37
Vermont,2012,0.049,82572.21924,1.61
Virginia,2012,0.061,105909.9342,1.84
Washington,2012,0.079,115351.1923,1.88
West Virginia,2012,0.072,87009.05821,1.85
Wisconsin,2012,0.07,90337.31696,1.86
Wyoming,2012,0.056,127897.1172,1.99
Alabama,2012,0.084,87019.26747,1.81
Alaska,2012,0.073,160105.705,2.19
Arizona,2012,0.085,88917.45359,2
Arkansas,2012,0.073,80151.13838,1.97
California,2012,0.108,114484.5,1.89
Colorado,2012,0.082,100874.4884,1.83
Connecticut,2012,0.084,127221.3257,1.66
Delaware,2012,0.071,139753.0576,1.85
District of Columbia,2012,0.091,309651.4671,1.61
Florida,2012,0.089,83515.16633,1.77
Georgia,2012,0.092,93915.16808,1.88
Hawaii,2012,0.062,110595.4642,2.1
Idaho,2012,0.075,75591.88297,2.19
Illinois,2012,0.09,110460.84,1.82
Indiana,2012,0.082,94894.41156,1.93
Iowa,2012,0.051,95595.64575,1.99
Kansas,2012,0.058,95260.81186,2.12
Kentucky,2012,0.082,86779.27181,1.95
Louisiana,2012,0.069,112548.1134,1.92
Maine,2012,0.073,76676.74173,1.68
Maryland,2012,0.069,106808.0931,1.83
Massachusetts,2012,0.067,126428.0487,1.63
Michigan,2012,0.091,90427.60934,1.82
Minnesota,2012,0.057,101378.143,1.94
Mississippi,2012,0.089,75537.21009,1.89
Missouri,2012,0.072,90519.36397,1.89
Montana,2012,0.059,83738.23754,1.96
Nebraska,2012,0.039,101711.1281,2.12
Nevada,2012,0.119,94684.22702,1.87
New Hampshire,2012,0.054,92652.64439,1.61
New Jersey,2012,0.095,113070.577,1.85
New Mexico,2012,0.07,94942.90481,1.98
New York,2012,0.088,138527.0922,1.77
North Carolina,2012,0.095,94704.63375,1.84
North Dakota,2012,0.029,131314.5234,2.12
Ohio,2012,0.074,95497.8613,1.89
Oklahoma,2012,0.051,97588.82916,2.04
Oregon,2012,0.089,88613.38932,1.74
Pennsylvania,2012,0.077,100594.2103,1.78
Rhode Island,2012,0.104,92380.89951,1.59
South Carolina,2012,0.093,81212.5499,1.82
South Dakota,2012,0.041,98346.75568,2.27
Tennessee,2012,0.08,92604.75628,1.87
Texas,2012,0.068,112688.1032,2.08
Utah,2012,0.049,96472.93246,2.37
Vermont,2012,0.049,82597.87583,1.61
Virginia,2012,0.061,105966.077,1.84
Washington,2012,0.08,115229.1028,1.88
West Virginia,2012,0.073,86968.49099,1.85
Wisconsin,2012,0.07,90339.34906,1.86
Wyoming,2012,0.056,127935.4386,1.99
Alabama,2012,0.083,86936.75815,1.81
Alaska,2012,0.073,160137.3777,2.19
Arizona,2012,0.084,88878.23642,2
Arkansas,2012,0.073,80291.60185,1.97
California,2012,0.107,114418.6601,1.89
Colorado,2012,0.082,100808.0357,1.83
Connecticut,2012,0.084,127601.7095,1.66
Delaware,2012,0.071,139753.3709,1.85
District of Columbia,2012,0.09,308088.0777,1.61
Florida,2012,0.088,83424.89718,1.77
Georgia,2012,0.091,93861.79721,1.88
Hawaii,2012,0.061,110659.9711,2.1
Idaho,2012,0.075,75564.26485,2.19
Illinois,2012,0.091,110400.2851,1.82
Indiana,2012,0.082,94997.00323,1.93
Iowa,2012,0.051,95668.33035,1.99
Kansas,2012,0.057,95274.37918,2.12
Kentucky,2012,0.082,86601.91994,1.95
Louisiana,2012,0.068,112583.3728,1.92
Maine,2012,0.073,76647.18112,1.68
Maryland,2012,0.069,106681.478,1.83
Massachusetts,2012,0.067,126351.6601,1.63
Michigan,2012,0.091,90377.51304,1.82
Minnesota,2012,0.057,101323.9471,1.94
Mississippi,2012,0.089,75554.88027,1.89
Missouri,2012,0.072,90524.46395,1.89
Montana,2012,0.059,83603.97752,1.96
Nebraska,2012,0.039,101586.5058,2.12
Nevada,2012,0.118,94610.10332,1.87
New Hampshire,2012,0.055,92540.11421,1.61
New Jersey,2012,0.095,113036.7458,1.85
New Mexico,2012,0.069,94903.75804,1.98
New York,2012,0.088,138427.0717,1.77
North Carolina,2012,0.095,94538.5214,1.84
North Dakota,2012,0.029,131093.3339,2.12
Ohio,2012,0.073,95601.74926,1.89
Oklahoma,2012,0.051,97483.94401,2.04
Oregon,2012,0.089,88807.63677,1.74
Pennsylvania,2012,0.077,100446.2463,1.78
Rhode Island,2012,0.104,92214.75958,1.59
South Carolina,2012,0.092,81190.46182,1.82
South Dakota,2012,0.041,98283.12633,2.27
Tennessee,2012,0.08,92596.10183,1.87
Texas,2012,0.068,112505.6463,2.08
Utah,2012,0.048,96221.71206,2.37
Vermont,2012,0.049,82602.77571,1.61
Virginia,2012,0.06,105968.2675,1.84
Washington,2012,0.08,115133.5433,1.88
West Virginia,2012,0.074,86937.31116,1.85
Wisconsin,2012,0.07,90333.93033,1.86
Wyoming,2012,0.056,127926.172,1.99
Alabama,2012,0.082,86850.29957,1.81
Alaska,2012,0.072,160169.5032,2.19
Arizona,2012,0.083,88840.42043,2
Arkansas,2012,0.073,80445.38102,1.97
California,2012,0.105,114345.8105,1.89
Colorado,2012,0.081,100733.3856,1.83
Connecticut,2012,0.084,127966.6315,1.66
Delaware,2012,0.071,139767.1541,1.85
District of Columbia,2012,0.088,306443.2398,1.61
Florida,2012,0.086,83337.91835,1.77
Georgia,2012,0.09,93811.82814,1.88
Hawaii,2012,0.059,110694.5533,2.1
Idaho,2012,0.074,75528.54793,2.19
Illinois,2012,0.09,110328.0319,1.82
Indiana,2012,0.082,95029.5669,1.93
Iowa,2012,0.051,95693.21847,1.99
Kansas,2012,0.057,95253.70975,2.12
Kentucky,2012,0.082,86410.91236,1.95
Louisiana,2012,0.067,112667.3307,1.92
Maine,2012,0.072,76620.48667,1.68
Maryland,2012,0.069,106533.0756,1.83
Massachusetts,2012,0.067,126267.3721,1.63
Michigan,2012,0.09,90303.98702,1.82
Minnesota,2012,0.057,101230.3598,1.94
Mississippi,2012,0.088,75556.30106,1.89
Missouri,2012,0.071,90498.45706,1.89
Montana,2012,0.059,83482.16134,1.96
Nebraska,2012,0.039,101428.9283,2.12
Nevada,2012,0.116,94562.7112,1.87
New Hampshire,2012,0.056,92423.49214,1.61
New Jersey,2012,0.095,113008.0459,1.85
New Mexico,2012,0.069,94801.84115,1.98
New York,2012,0.087,138318.0339,1.77
North Carolina,2012,0.095,94319.97462,1.84
North Dakota,2012,0.029,130889.743,2.12
Ohio,2012,0.073,95677.03755,1.89
Oklahoma,2012,0.051,97369.84968,2.04
Oregon,2012,0.088,88990.6265,1.74
Pennsylvania,2012,0.078,100313.8728,1.78
Rhode Island,2012,0.103,92027.53886,1.59
South Carolina,2012,0.09,81155.8875,1.82
South Dakota,2012,0.041,98193.21707,2.27
Tennessee,2012,0.08,92568.47231,1.87
Texas,2012,0.067,112347.8072,2.08
Utah,2012,0.048,95961.05913,2.37
Vermont,2012,0.049,82604.17579,1.61
Virginia,2012,0.059,105914.0592,1.84
Washington,2012,0.078,115250.8868,1.88
West Virginia,2012,0.074,86934.08694,1.85
Wisconsin,2012,0.07,90320.97512,1.86
Wyoming,2012,0.055,127900.4852,1.99
Alabama,2012,0.081,86772.36717,1.81
Alaska,2012,0.072,160173.0245,2.19
Arizona,2012,0.082,88798.1047,2
Arkansas,2012,0.072,80593.94261,1.97
California,2012,0.103,114254.2767,1.89
Colorado,2012,0.079,100642.451,1.83
Connecticut,2012,0.084,128267.0954,1.66
Delaware,2012,0.071,139786.2672,1.85
District of Columbia,2012,0.087,304767.8311,1.61
Florida,2012,0.085,83248.79729,1.77
Georgia,2012,0.089,93759.57588,1.88
Hawaii,2012,0.057,110702.9039,2.1
Idaho,2012,0.073,75486.70917,2.19
Illinois,2012,0.09,110244.4945,1.82
Indiana,2012,0.082,94999.73604,1.93
Iowa,2012,0.05,95664.40487,1.99
Kansas,2012,0.056,95196.41979,2.12
Kentucky,2012,0.082,86227.71505,1.95
Louisiana,2012,0.066,112737.8593,1.92
Maine,2012,0.072,76586.16134,1.68
Maryland,2012,0.069,106369.3632,1.83
Massachusetts,2012,0.067,126178.7031,1.63
Michigan,2012,0.09,90204.62386,1.82
Minnesota,2012,0.057,101106.6108,1.94
Mississippi,2012,0.088,75555.33492,1.89
Missouri,2012,0.07,90440.2522,1.89
Montana,2012,0.058,83386.96717,1.96
Nebraska,2012,0.038,101251.8752,2.12
Nevada,2012,0.114,94530.08323,1.87
New Hampshire,2012,0.056,92307.53682,1.61
New Jersey,2012,0.094,112966.0844,1.85
New Mexico,2012,0.069,94645.91153,1.98
New York,2012,0.086,138175.5524,1.77
North Carolina,2012,0.095,94076.45997,1.84
North Dakota,2012,0.029,130715.1269,2.12
Ohio,2012,0.072,95713.34967,1.89
Oklahoma,2012,0.051,97243.25884,2.04
Oregon,2012,0.087,89166.85816,1.74
Pennsylvania,2012,0.078,100195.5738,1.78
Rhode Island,2012,0.101,91844.8379,1.59
South Carolina,2012,0.088,81090.08483,1.82
South Dakota,2012,0.041,98103.25294,2.27
Tennessee,2012,0.079,92508.45071,1.87
Texas,2012,0.066,112202.421,2.08
Utah,2012,0.047,95683.21937,2.37
Vermont,2012,0.048,82612.81063,1.61
Virginia,2012,0.059,105804.1771,1.84
Washington,2012,0.076,115345.2462,1.88
West Virginia,2012,0.074,86947.63028,1.85
Wisconsin,2012,0.069,90293.39878,1.86
Wyoming,2012,0.055,127882.8052,1.99
Alabama,2012,0.079,86699.65837,1.81
Alaska,2012,0.071,160094.7104,2.19
Arizona,2012,0.081,88743.52585,2
Arkansas,2012,0.072,80712.95935,1.97
California,2012,0.102,114126.6341,1.89
Colorado,2012,0.078,100518.3452,1.83
Connecticut,2012,0.084,128472.0263,1.66
Delaware,2012,0.071,139786.5806,1.85
District of Columbia,2012,0.086,303136.8585,1.61
Florida,2012,0.084,83150.90499,1.77
Georgia,2012,0.088,93699.14595,1.88
Hawaii,2012,0.055,110688.2485,2.1
Idaho,2012,0.072,75442.47702,2.19
Illinois,2012,0.09,110149.2066,1.82
Indiana,2012,0.082,94911.64466,1.93
Iowa,2012,0.05,95581.00684,1.99
Kansas,2012,0.056,95112.97408,2.12
Kentucky,2012,0.081,86068.65637,1.95
Louisiana,2012,0.065,112725.5496,1.92
Maine,2012,0.072,76527.74788,1.68
Maryland,2012,0.068,106198.4535,1.83
Massachusetts,2012,0.067,126082.4415,1.63
Michigan,2012,0.09,90073.73969,1.82
Minnesota,2012,0.056,100953.0922,1.94
Mississippi,2012,0.087,75562.66686,1.89
Missouri,2012,0.07,90353.16032,1.89
Montana,2012,0.057,83308.21416,1.96
Nebraska,2012,0.038,101070.2679,2.12
Nevada,2012,0.112,94487.39673,1.87
New Hampshire,2012,0.056,92191.99617,1.61
New Jersey,2012,0.094,112897.9263,1.85
New Mexico,2012,0.069,94455.77804,1.98
New York,2012,0.086,137985.6412,1.77
North Carolina,2012,0.095,93838.61106,1.84
North Dakota,2012,0.029,130560.3764,2.12
Ohio,2012,0.072,95704.16836,1.89
Oklahoma,2012,0.051,97111.33398,2.04
Oregon,2012,0.087,89333.87019,1.74
Pennsylvania,2012,0.077,100089.6585,1.78
Rhode Island,2012,0.1,91681.2706,1.59
South Carolina,2012,0.087,80986.00444,1.82
South Dakota,2012,0.04,98027.24126,2.27
Tennessee,2012,0.078,92415.86469,1.87
Texas,2012,0.065,112048.7436,2.08
Utah,2012,0.047,95391.1026,2.37
Vermont,2012,0.048,82641.06151,1.61
Virginia,2012,0.058,105654.0086,1.84
Washington,2012,0.074,115420.4658,1.88
West Virginia,2012,0.074,86958.59703,1.85
Wisconsin,2012,0.069,90239.7659,1.86
Wyoming,2012,0.054,127880.2799,1.99
Alabama,2012,0.078,86650.63191,1.81
Alaska,2012,0.071,159995.3882,2.19
Arizona,2012,0.081,88699.8241,2
Arkansas,2012,0.072,80815.16784,1.97
California,2012,0.1,113996.1152,1.89
Colorado,2012,0.076,100390.3947,1.83
Connecticut,2012,0.083,128609.5375,1.66
Delaware,2012,0.071,139806.3259,1.85
District of Columbia,2012,0.086,301674.9108,1.61
Florida,2012,0.083,83065.79017,1.77
Georgia,2012,0.087,93666.82439,1.88
Hawaii,2012,0.053,110697.6207,2.1
Idaho,2012,0.072,75413.79779,2.19
Illinois,2012,0.09,110085.5225,1.82
Indiana,2012,0.082,94807.44253,1.93
Iowa,2012,0.05,95477.3373,1.99
Kansas,2012,0.056,95044.64112,2.12
Kentucky,2012,0.081,85963.53743,1.95
Louisiana,2012,0.064,112624.6895,1.92
Maine,2012,0.071,76460.49187,1.68
Maryland,2012,0.068,106061.099,1.83
Massachusetts,2012,0.067,126015.2533,1.63
Michigan,2012,0.09,89934.31701,1.82
Minnesota,2012,0.056,100804.1264,1.94
Mississippi,2012,0.087,75592.46396,1.89
Missouri,2012,0.07,90279.68122,1.89
Montana,2012,0.056,83249.24696,1.96
Nebraska,2012,0.038,100933.1258,2.12
Nevada,2012,0.111,94453.57883,1.87
New Hampshire,2012,0.056,92098.40954,1.61
New Jersey,2012,0.093,112836.6938,1.85
New Mexico,2012,0.069,94301.99522,1.98
New York,2012,0.085,137811.1918,1.77
North Carolina,2012,0.095,93647.09967,1.84
North Dakota,2012,0.03,130411.8978,2.12
Ohio,2012,0.072,95684.30113,1.89
Oklahoma,2012,0.051,97018.23588,2.04
Oregon,2012,0.086,89517.93578,1.74
Pennsylvania,2012,0.077,100034.0587,1.78
Rhode Island,2012,0.098,91576.28813,1.59
South Carolina,2012,0.086,80876.40876,1.82
South Dakota,2012,0.04,97992.01359,2.27
Tennessee,2012,0.078,92327.57189,1.87
Texas,2012,0.065,111899.2398,2.08
Utah,2012,0.046,95121.01972,2.37
Vermont,2012,0.047,82709.31683,1.61
Virginia,2012,0.057,105516.0478,1.84
Washington,2012,0.072,115506.0089,1.88
West Virginia,2012,0.073,86987.64003,1.85
Wisconsin,2012,0.068,90179.0648,1.86
Wyoming,2012,0.053,127933.7537,1.99
Alabama,2012,0.078,86635.00275,1.81
Alaska,2012,0.071,159951.0407,2.19
Arizona,2012,0.081,88679.51034,2
Arkansas,2012,0.072,80910.09227,1.97
California,2012,0.099,113893.236,1.89
Colorado,2012,0.075,100284.8533,1.83
Connecticut,2012,0.083,128725.1232,1.66
Delaware,2012,0.071,139878.7732,1.85
District of Columbia,2012,0.086,300505.3211,1.61
Florida,2012,0.082,83007.04618,1.77
Georgia,2012,0.087,93685.54034,1.88
Hawaii,2012,0.052,110764.4649,2.1
Idaho,2012,0.071,75406.48514,2.19
Illinois,2012,0.09,110092.263,1.82
Indiana,2012,0.082,94713.10977,1.93
Iowa,2012,0.049,95395.12598,1.99
Kansas,2012,0.056,95009.62033,2.12
Kentucky,2012,0.081,85919.29908,1.95
Louisiana,2012,0.065,112463.0434,1.92
Maine,2012,0.071,76400.85624,1.68
Maryland,2012,0.068,105978.4514,1.83
Massachusetts,2012,0.067,125996.2541,1.63
Michigan,2012,0.09,89809.65354,1.82
Minnesota,2012,0.055,100692.7327,1.94
Mississippi,2012,0.086,75645.46301,1.89
Missouri,2012,0.07,90241.15701,1.89
Montana,2012,0.056,83204.9128,1.96
Nebraska,2012,0.038,100860.0892,2.12
Nevada,2012,0.109,94436.54103,1.87
New Hampshire,2012,0.056,92046.67769,1.61
New Jersey,2012,0.093,112817.5445,1.85
New Mexico,2012,0.07,94229.2297,1.98
New York,2012,0.084,137702.5935,1.77
North Carolina,2012,0.095,93527.47722,1.84
North Dakota,2012,0.03,130265.7207,2.12
Ohio,2012,0.073,95688.41149,1.89
Oklahoma,2012,0.051,96994.72025,2.04
Oregon,2012,0.086,89737.06025,1.74
Pennsylvania,2012,0.077,100054.9593,1.78
Rhode Island,2012,0.097,91554.34547,1.59
South Carolina,2012,0.085,80787.2773,1.82
South Dakota,2012,0.039,98001.20098,2.27
Tennessee,2012,0.078,92269.37851,1.87
Texas,2012,0.065,111762.7454,2.08
Utah,2012,0.046,94893.60486,2.37
Vermont,2012,0.047,82810.50435,1.61
Virginia,2012,0.057,105425.0049,1.84
Washington,2012,0.071,115619.2402,1.88
West Virginia,2012,0.073,87053.86599,1.85
Wisconsin,2012,0.068,90122.22615,1.86
Wyoming,2012,0.052,128042.9453,1.99
Alabama,2012,0.077,86662.77419,1.81
Alaska,2012,0.071,159993.6314,2.19
